id,text,label
4.108.N,"Uma feminista perguntou-me de que forma eu via as relações lésbicas . Parece que "" em euforia "" não era a resposta correta ...",Não trocadilho
4.109.H,Que nome se dá a um cão que vai à missa? Cachorro crente.,Trocadilho
4.109.N,Que nome se dá a um cão que vai à missa? Cão crente.,Não trocadilho
4.110.H,Como se chama o homem que monta presépios? Armando Nascimento de Jesus.,Trocadilho
4.110.N,Como se chama o homem que monta presépios? Armando Silva.,Não trocadilho
4.111.H,O que é uma nabalha? É um instrumento para descascar nabos.,Trocadilho
4.111.N,O que é um descascador? É um instrumento para descascar nabos.,Não trocadilho
4.112.H,Quando é que os informáticos vão ao dermatologista? Quando têm problemas d'Apple.,Trocadilho
4.112.N,Quando é que os informáticos vão ao dermatologista? Quando têm problemas de pele.,Não trocadilho
4.113.H,Porque é que o Pai Natal é tão feliz? Porque sabe onde vivem as meninas marotas.,Trocadilho
4.113.N,Porque é que o Pai Natal é tão feliz? Porque sabe onde ficam as prendas.,Não trocadilho
4.114.H,Um chinês está a descrever o que costuma comer ao almoço. Qual é o filme? Como cães e gatos.,Trocadilho
4.114.N,Um veterinário está a descrever o que costuma ver ao mesmo tempo . Qual é o filme? Como cães e gatos.,Não trocadilho
4.115.H,Qual é a bebida alcoólica preferida do Pai Natal? É o gin Gobel.,Trocadilho
4.115.N,Qual é a bebida alcoólica preferida do Pai Natal? É o vinho.,Não trocadilho
4.116.H,Comi tanto este Natal que no dia 1 de janeiro acho que vou fazer uma resolução de ânus novo.,Trocadilho
4.116.N,Comi tanto este Natal que no dia 1 de janeiro acho que vou fazer uma resolução de dieta nova.,Não trocadilho
4.117.H,O que é que é de graça mas tem que se pagar? Os serviços de um palhaço.,Trocadilho
4.117.N,O que é que é de graça mas tem que se registar? Os serviços de um produto digital.,Não trocadilho
4.118.H,Como é que se faz azeite virgem num restaurante? Com as azeitonas que não foram comidas,Trocadilho
4.118.N,Como é que se faz azeite virgem num restaurante? Com as azeitonas que não foram usadas,Não trocadilho
4.119.H,O que é um ponto branco numa esquadra? Um creamnoso.,Trocadilho
4.119.N,O que é um ponto branco numa esquadra? Um foco de luz.,Não trocadilho
4.120.H,Que nome se dá a um árabe com problemas de visão? Estarábico.,Trocadilho
4.120.N,Que nome se dá a um árabe com problemas de visão? Árabe.,Não trocadilho
4.121.H,"Como é que se diz ""fim"" em japonês? Sakabô.",Trocadilho
4.121.N,"Como é que se diz "" fim "" em japonês? Fimu.",Não trocadilho
4.122.H,O que é um byfe? São oito bifes.,Trocadilho
4.122.N,O que é um byte? São oito bites.,Não trocadilho
4.123.H,Porque é que os fantasmas não vão ao teatro? Porque é ao vivo.,Trocadilho
4.123.N,Porque é que os idosos não vão ao teatro? Porque é ao vivo.,Não trocadilho
4.124.H,Porque é que o pescador alentejano bateu na rocha? Navio.,Trocadilho
4.124.N,Porque é que o pescador alentejano bateu na rocha? Não a viu.,Não trocadilho
4.125.H,O que é que os russos dizem quando mandam uma bola ao cão? Babushka!,Trocadilho
4.125.N,O que é que os russos dizem quando mandam uma bola ao cão? Vai!,Não trocadilho
4.126.H,Quais são os peixes que não andam de elevador? As pescadas.,Trocadilho
4.126.N,Quais são os peixes que não andam de elevador? As trutas.,Não trocadilho
4.127.H,Porque é que as pessoas honestas têm dificuldade em tirar a carta? Porque não gostam de tirar o que quer que seja a ninguém.,Trocadilho
4.127.N,Porque é que as pessoas honestas têm dificuldade em tirar a carteira a alguém? Porque não gostam de tirar o que quer que seja a ninguém.,Não trocadilho
4.128.H,O que acontece quando o Harry Potter fica com os lábios gretados? Ele torna-se num feiti-cieiro.,Trocadilho
4.128.N,O que acontece quando o Harry Potter fica com os lábios gretados? Ele torna-se num feiticeiro.,Não trocadilho
4.129.H,Que nome se dá a uma freira no casino? Católica apostólica.,Trocadilho
4.129.N,Que nome se dá a uma freira no convento? Católica apostólica.,Não trocadilho
4.130.H,Qual é a parte do corpo mais leve? É o sóvácuo.,Trocadilho
4.130.N,Qual é a parte do corpo mais leve? É o fio de cabelo.,Não trocadilho
4.131.H,Qual é o jogo preferido das batatas fritas? É o Monop-óleo.,Trocadilho
4.131.N,Qual é o jogo preferido das batatas fritas? É o Uno.,Não trocadilho
4.132.H,O que é uma externa? É uma pessoa que já não é tão meiga como dantes.,Trocadilho
4.132.N,O que é uma externa? É uma pessoa que já não é tão meiga como antigamente.,Não trocadilho
4.133.H,Que nome se dá a um boi que arranjou trabalho? Empre-gado.,Trocadilho
4.133.N,Que nome se dá a um boi que arranjou trabalho? Empregado.,Não trocadilho
4.134.H,O que é um quartzo? É um aposentzo de um apartzamentzo.,Trocadilho
4.134.N,O que é um quartzo? É um tipo de um mineral.,Não trocadilho
4.135.H,O que é um ponto amarelo num Ferrari? É um milhonário.,Trocadilho
4.135.N,O que é um ponto amarelo num Ferrari? É um milionário.,Não trocadilho
4.136.H,Qual é a palavra que nunca diz a verdade? Somente.,Trocadilho
4.136.N,Qual é a palavra que nunca representa a verdade? Mentira.,Não trocadilho
4.137.H,"Como é que se diz ""obrigado"" em indiano? Chamuças gracias.",Trocadilho
4.137.N,"Como é que se diz "" obrigado "" em indiano? धन्यवाद.",Não trocadilho
4.138.H,Qual é o carro que as ervilhas conduzem? Volks-vagem.,Trocadilho
4.138.N,Qual é o carro que as ervilhas conduzem? Volkswagen.,Não trocadilho
4.139.H,O que são dois pontos pretos vistos ao microscópio? Uma blacktéria e um pretozoário.,Trocadilho
4.139.N,O que são dois pontos pretos vistos ao microscópio? Uma bactéria e um protozoário.,Não trocadilho
4.140.H,"A Cinha Jardim convidou as amigas todas a irem lá a casa, mas ninguém apareceu. Como se chama o filme? Só Cinha em casa.",Trocadilho
4.140.N,"A Cinha Jardim convidou as amigas todas a irem lá a casa, mas ninguém apareceu . Como se chama o filme? Sozinho em casa.",Não trocadilho
4.141.H,Qual é a sobremesa mais popular na Rússia? O Putin flan.,Trocadilho
4.141.N,Qual é a sobremesa mais popular na Rússia? O Pudim flan.,Não trocadilho
4.142.H,Qual é o melhor chá para a calvície? É o chá-peu.,Trocadilho
4.142.N,Qual é o melhor chá para a calvície? É o chá verde.,Não trocadilho
4.143.H,O que é uma fofoca? É um mamamífero.,Trocadilho
4.143.N,O que é uma foca? É um mamamífero.,Não trocadilho
4.144.H,Porque é que as moedas não podem ter relações? Porque são cunhadas.,Trocadilho
4.144.N,Porque é que as moedas não podem ter relações? Porque são inanimadas.,Não trocadilho
4.145.H,"O que significa ""contribuir""? Ir a algum lado com vários índios.",Trocadilho
4.145.N,"O que significa "" confraternizar ""? Ir a algum lado com vários índios.",Não trocadilho
4.146.H,Porque é que os fotões não fazem pizza? Porque não têm massa.,Trocadilho
4.146.N,Porque é que os fotões não fazem peso? Porque não têm massa.,Não trocadilho
4.147.H,Ontem conheci um filósofo numa estância de esqui. Era o Montesquieu.,Trocadilho
4.147.N,Ontem conheci um filósofo numa estância de esqui . Era o meu tio.,Não trocadilho
4.148.H,Que nome se dá a uma mulher que tem a mania que é esperta? Eugénia.,Trocadilho
4.148.N,Que nome se dá a uma mulher que tem a mania que é esperta? Intelectual.,Não trocadilho
4.149.H,Que nome se dá a uma irritação cutânea no rabo? Cumichão.,Trocadilho
4.149.N,Que nome se dá a uma irritação cutânea no rabo? Prurido anal.,Não trocadilho
4.150.H,Qual é a temperatura de um leão morto? 360º. Porque ele é uma ex-fera.,Trocadilho
4.150.N,Qual é a temperatura de um leão morto? 37º. Porque ele é um mamífero.,Não trocadilho
4.151.H,Qual é a sobremesa que nunca sai direita? É a torta.,Trocadilho
4.151.N,Qual é a sobremesa que nunca sai direita? É a pavlova.,Não trocadilho
4.152.H,Já estreou o novo espetáculo com legos ao vivo. É uma peça de teatro.,Trocadilho
4.152.N,Já estreou o novo espetáculo com bonecos ao vivo . É uma peça de teatro.,Não trocadilho
4.153.H,O que é que as freiras comem ao pequeno almoço? Papa.,Trocadilho
4.153.N,O que é que as crianças comem ao pequeno almoço? Papa.,Não trocadilho
4.154.H,O que é que os carteiros fazem nos tempos livres? Jogam às cartas.,Trocadilho
4.154.N,O que é que os carteiros fazem nos tempos livres? Nada.,Não trocadilho
4.155.H,Hoje sentei-me em cima duma ventosa. Fez va-cu.,Trocadilho
4.155.N,Hoje sentei-me em cima duma ventosa . Fez ferida.,Não trocadilho
4.156.H,Qual é a língua mais falada nas prisões portuguesas? É o português corrente.,Trocadilho
4.156.N,Qual é a língua mais falada nas prisões portuguesas? É o português.,Não trocadilho
4.157.H,Porque é que o 2 e o 3 não podem casar? Porque são números primos.,Trocadilho
4.157.N,Porque é que o 2 e o 3 não podem casar? Porque são números e os números não casam.,Não trocadilho
4.158.H,Uma mulher estava indecisa entre comprar uma blusa azul e uma vermelha. Acabou por levar a vermelha. Qual é o filme? Largou a azul.,Trocadilho
4.158.N,Uma mulher estava indecisa entre comprar uma blusa azul e uma vermelha . Acabou por levar a vermelha . Qual é o filme? Lagoa azul.,Não trocadilho
4.159.H,Qual é o elemento químico mais comum nas discotecas? É o TUNGS! TUNGS! ténio.,Trocadilho
4.159.N,Qual é o elemento químico mais comum na tabela periódica ? O tungsténio .,Não trocadilho
4.160.H,O que diz uma banana suicida? Macacos me mordam!,Trocadilho
4.160.N,O que diz uma banana suicida? Macacos me comam!,Não trocadilho
4.161.H,Qual é o filme mais pornográfico de sempre? O Titanic. Foderam-se todos.,Trocadilho
4.161.N,Qual é o filme mais triste de sempre? O Titanic . Morreram todos.,Não trocadilho
4.162.H,"Porque é que o papel higiénico atravessou a estrada? Não conseguiu, ficou preso numa racha.",Trocadilho
4.162.N,"Porque é que o papa formigas atravessou a estrada? Não conseguiu, ficou preso numa racha.",Não trocadilho
4.163.H,Como é que a mulher do Vasco da Gama o cumprimenta? Com um beijo no astro-lábio.,Trocadilho
4.163.N,Como é que a mulher do Vasco da Gama o cumprimenta? Com um beijo no lábio.,Não trocadilho
4.164.H,Como se faz cócegas a um rico? Gucci Gucci Gucci!,Trocadilho
4.164.N,Como se faz cócegas a um bebê ? Gucci Gucci Gucci!,Não trocadilho
4.165.H,Porque é que há tantas putas vegetarianas? Porque elas gostam das ver-duras.,Trocadilho
4.165.N,Porque é que há tantas putas vegetarianas? Porque elas gostam das verduras.,Não trocadilho
4.166.H,Um domador de ursos foi despedido. Qual é o filme? O ex-ursista.,Trocadilho
4.166.N,Uma assistente de moda foi despedido . Qual é o filme? O Diabo Veste Prada.,Não trocadilho
4.167.H,Qual é o passatempo preferido de um mexicano de 12 anos? Bater à piñata.,Trocadilho
4.167.N,Qual é o passatempo preferido de um mexicano de 12 anos? Bricar às escondidas.,Não trocadilho
4.168.H,"Tenho uma amiga que nem é quente, nem é fria. É a Mena.",Trocadilho
4.168.N,"Tenho uma amiga que nem é quente, nem é fria . É a Maria.",Não trocadilho
4.169.H,O que diz um gato comunista? Mao.,Trocadilho
4.169.N,O que diz um gato comunista? Miau.,Não trocadilho
4.170.H,Qual é o jogo preferido das vesículas? O biliar.,Trocadilho
4.170.N,Qual é o jogo preferido das crianças? O futebol.,Não trocadilho
4.171.H,Hoje decidi queimar as minhas bonecas. Fiz um barbiecue.,Trocadilho
4.171.N,Hoje decidi queimar as minhas bonecas . Fiz uma fogueira.,Não trocadilho
4.172.H,Qual é a banda desenhada mais popular na Rússia? Putintin.,Trocadilho
4.172.N,Qual é a banda desenhada mais popular na Rússia? Tintin.,Não trocadilho
4.173.H,Porque é que os bombeiros não andam? Porque sócorrem.,Trocadilho
4.173.N,Porque é que os bombeiros não andam? Porque salvam.,Não trocadilho
4.174.H,O que é que o Xutos e Pontapés e um micro-ondas têm em comum? Tim!,Trocadilho
4.174.N,O que é que o Xutos e Pontapés e um micro-ondas têm em comum? Nada!,Não trocadilho
4.175.H,Que nome se dá a um português viciado em batatas? Tuberco-luso.,Trocadilho
4.175.N,Que nome se dá a um português viciado em drogas? Toxicodependente.,Não trocadilho
4.176.H,"Há um bocado vi um incêndio numa pastelaria. A maioria das pessoas saiu com calma, mas os gordos foi o panike.",Trocadilho
4.176.N,"Há um bocado vi um incêndio numa pastelaria . A maioria das pessoas saiu com calma, mas os gordos foi o panico.",Não trocadilho
4.177.H,"Porque é que o Dobby, o elfo doméstico, recebeu uma peúga do Harry Potter? Porque o Dobby nunca teve o mesmo jeito com as mulheres que o seu primo, o Elfo Dilhão.",Trocadilho
4.177.N,"Porque é que o Dobby, o elfo doméstico, recebeu uma peúga do Harry Potter? Porque o Dobby nunca teve o mesmo jeito com as mulheres que o seu primo.",Não trocadilho
4.178.H,Que nome se dá a um grupo de homens às compras com as mulheres? 5 à Sec.,Trocadilho
4.178.N,Que nome se dá a um grupo de homens às compras com as mulheres? Casais harmoniosos.,Não trocadilho
4.179.H,Que nome se dá a um grupo de lobos numa loja de telemóveis? Alcatéis.,Trocadilho
4.179.N,Que nome se dá a um grupo de lobos numa loja de telemóveis? Alcateia.,Não trocadilho
4.180.H,Comi um iogurte e vomitei a seguir. Devia ser iogurte grego.,Trocadilho
4.180.N,Comi um iogurte e vomitei a seguir . Devia ser iogurte estragado.,Não trocadilho
4.181.H,Pessoas que tropeçam há por aí aos trambolhões.,Trocadilho
4.181.N,Pessoas que tropeçam há por aí aos montes.,Não trocadilho
4.182.H,Por que é que a ASAE fechou a Assembleia da República? Porque comiam todos do mesmo tacho.,Trocadilho
4.182.N,Por que é que a ASAE fechou a cantina? Porque comiam todos do mesmo tacho.,Não trocadilho
4.183.H,Como é que o António se chama quando anda de autocarro? Tony Carreira.,Trocadilho
4.183.N,Como é que o António se chama quando anda de autocarro? António.,Não trocadilho
4.184.H,O que é que uma hiena diz quando chega ao topo do Monte Kilimanjaro? Hiena pá!,Trocadilho
4.184.N,O que é que uma hiena diz quando chega ao topo do Monte Kilimanjaro? Consegui pá!,Não trocadilho
4.185.H,"Estão duas sapateiras num aquário, uma espirra e a outra diz: Santola!",Trocadilho
4.185.N,"Estão duas sapateiras num aquário, uma espirra e a outra diz: santinho!",Não trocadilho
4.186.H,Qual é a série preferida dos cagalhões? Prison Break.,Trocadilho
4.186.N,Qual é a série preferida dos prisioneiros? Prison Break.,Não trocadilho
4.187.H,Que nome se dá a um turista egípcio no Algarve? Tutancamone?,Trocadilho
4.187.N,Que nome se dá a um turista inglês  com a mania? Camone?,Não trocadilho
4.188.H,Porque é que o poste caiu? Tinha alta tensão.,Trocadilho
4.188.N,Porque é que o poste caiu? Vento forte.,Não trocadilho
4.189.H,Porque é que o peixe congelado é mais caro que o peixe fresco? Porque o congelado já inclui a sobremesa.,Trocadilho
4.189.N,Porque é que o peixe congelado é mais caro que o peixe fresco? Porque o congelado já inclui o gelo.,Não trocadilho
4.190.H,Quando é que os americanos comeram carne pela primeira vez? Quando chegou lá o Cristóvão Co-lombo.,Trocadilho
4.190.N,Quando é que os americanos comeram carne pela primeira vez? Quando chegou lá o Cristóvão Colombo.,Não trocadilho
4.191.H,Qual era o atum mais vendido na Jugoslávia? Era a consérvia.,Trocadilho
4.191.N,Qual era o atum mais vendido na Jugoslávia? Era a Yellowfish.,Não trocadilho
4.192.H,Porque é que o exame de Neurologia é o mais fácil? Porque a matéria está toda na cabeça.,Trocadilho
4.192.N,Porque é que o exame de Neurologia é o mais fácil? Porque a matéria está toda na aula.,Não trocadilho
4.193.H,"Hoje, vinte mulheres convidaram-me para sair. Nunca mais entro no WC das mulheres.",Trocadilho
4.193.N,"Hoje, vinte mulheres convidaram-me a sair do WC . Nunca mais entro no WC das mulheres.",Não trocadilho
4.194.H,Como é que se faz uma ultrapassagem na Palestina? Pela Faixa de Gaza.,Trocadilho
4.194.N,Como é que se faz uma ultrapassagem na Palestina? Pela esquerda.,Não trocadilho
4.195.H,De onde vem a lã virgem? Das ovelhas feias.,Trocadilho
4.195.N,De onde vem a lã boa? Das ovelhas feias.,Não trocadilho
4.196.H,Onde é que os eletrões moram? Na eletri-cidade.,Trocadilho
4.196.N,Onde é que os eletrões moram? Na eletroesfera.,Não trocadilho
4.197.H,Qual é o peixe mais prestigiado do Reino Unido? Sir Dinha.,Trocadilho
4.197.N,Qual é o peixe mais prestigiado do Reino Unido? Salmão,Não trocadilho
